concentration,measurement,fit,stderr,serum,virus,upper,lower
0.007227156509387726,,0.10013359855401212,,monomeric-bEFNB2,NiV-pseudo,,
0.007569923967361661,,0.09583551094364356,,monomeric-bEFNB2,NiV-pseudo,,
0.007928948099740433,,0.09170311161185062,,monomeric-bEFNB2,NiV-pseudo,,
0.008304999923306876,,0.08773161046405141,,monomeric-bEFNB2,NiV-pseudo,,
0.008698887022401501,,0.08391621736190652,,monomeric-bEFNB2,NiV-pseudo,,
0.009111455283237972,,0.08025215656640522,,monomeric-bEFNB2,NiV-pseudo,,
0.009543590710472998,,0.07673467987548864,,monomeric-bEFNB2,NiV-pseudo,,
0.009996221329932161,,0.07335907850529062,,monomeric-bEFNB2,NiV-pseudo,,
0.010470319181577545,,0.07012069376863657,,monomeric-bEFNB2,NiV-pseudo,,
0.01096690240699729,,0.06701492660787095,,monomeric-bEFNB2,NiV-pseudo,,
0.011487037435899987,,0.06403724604151785,,monomeric-bEFNB2,NiV-pseudo,,
0.012031841276309475,,0.061183196585814476,,monomeric-bEFNB2,NiV-pseudo,,
0.012602483913378345,,0.05844840471290808,,monomeric-bEFNB2,NiV-pseudo,,
0.013200190821971648,,0.05582858440757069,,monomeric-bEFNB2,NiV-pseudo,,
0.013826245598416694,,0.05331954188376096,,monomeric-bEFNB2,NiV-pseudo,,
0.014481992717070707,,0.05091717952133744,,monomeric-bEFNB2,NiV-pseudo,,
0.015168840417626166,,0.04861749908178559,,monomeric-bEFNB2,NiV-pseudo,,
0.015888263729354417,,0.046416604260036264,,monomeric-bEFNB2,NiV-pseudo,,
0.0161,0.0054,0.04580541926587676,0.0005600000000000004,monomeric-bEFNB2,NiV-pseudo,0.005960000000000001,0.00484
0.01664180763878217,,0.044310702627396815,,monomeric-bEFNB2,NiV-pseudo,,
0.017431090407603773,,0.04229610701834525,,monomeric-bEFNB2,NiV-pseudo,,
0.01825780704795426,,0.04036923641151299,,monomeric-bEFNB2,NiV-pseudo,,
0.019123732962506794,,0.03852661635264347,,monomeric-bEFNB2,NiV-pseudo,,
0.020030727757211486,,0.036764878964711825,,monomeric-bEFNB2,NiV-pseudo,,
0.02098073923486371,,0.035080762587755526,,monomeric-bEFNB2,NiV-pseudo,,
0.021975807578078196,,0.03347111108833082,,monomeric-bEFNB2,NiV-pseudo,,
0.023018069730652,,0.03193287287590134,,monomeric-bEFNB2,NiV-pseudo,,
0.02410976398672544,,0.030463099660903267,,monomeric-bEFNB2,NiV-pseudo,,
0.025253234797596467,,0.02905894498673612,,monomeric-bEFNB2,NiV-pseudo,,
0.026450937806511154,,0.027717662565511433,,monomeric-bEFNB2,NiV-pseudo,,
0.02770544512224283,,0.02643660444506644,,monomeric-bEFNB2,NiV-pseudo,,
0.02901945084278479,,0.025213219032523472,,monomeric-bEFNB2,NiV-pseudo,,
0.030395776841019413,,0.024045048997553862,,monomeric-bEFNB2,NiV-pseudo,,
0.031837378824787974,,0.022929729076493984,,monomeric-bEFNB2,NiV-pseudo,,
0.03334735268437584,,0.021864983796558546,,monomeric-bEFNB2,NiV-pseudo,,
0.03492894114104428,,0.02084862513760766,,monomeric-bEFNB2,NiV-pseudo,,
0.036585540710886884,,0.019878550147245214,,monomeric-bEFNB2,NiV-pseudo,,
0.038320708998965794,,0.01895273852345737,,monomeric-bEFNB2,NiV-pseudo,,
0.04013817233939194,,0.01806925017753779,,monomeric-bEFNB2,NiV-pseudo,,
0.04204183379775693,,0.0172262227886876,,monomeric-bEFNB2,NiV-pseudo,,
0.04403578155310181,,0.016421869360420064,,monomeric-bEFNB2,NiV-pseudo,,
0.04612429767742349,,0.01565447578773687,,monomeric-bEFNB2,NiV-pseudo,,
0.04831,7e-05,0.014922994831066187,0.0,monomeric-bEFNB2,NiV-pseudo,7e-05,7e-05
0.04831186733157269,,0.014922398442972615,,monomeric-bEFNB2,NiV-pseudo,,
0.050603188397292914,,0.014224061787218972,,monomeric-bEFNB2,NiV-pseudo,,
0.05300318156608423,,0.013557956013339404,,monomeric-bEFNB2,NiV-pseudo,,
0.05551700090655909,,0.012922634725759868,,monomeric-bEFNB2,NiV-pseudo,,
0.058150044932983536,,0.012316712661470152,,monomeric-bEFNB2,NiV-pseudo,,
0.06090796819877393,,0.011738863455987002,,monomeric-bEFNB2,NiV-pseudo,,
0.06379669343984659,,0.01118781745741071,,monomeric-bEFNB2,NiV-pseudo,,
0.06682242429389879,,0.01066235959114651,,monomeric-bEFNB2,NiV-pseudo,,
0.06999165862293588,,0.010161327277357067,,monomeric-bEFNB2,NiV-pseudo,,
0.07331120246765548,,0.009683608402758056,,monomeric-bEFNB2,NiV-pseudo,,
0.07678818466365604,,0.009228139347961857,,monomeric-bEFNB2,NiV-pseudo,,
0.08043007215085879,,0.00879390307121081,,monomeric-bEFNB2,NiV-pseudo,,
0.08424468600901995,,0.00837992724901787,,monomeric-bEFNB2,NiV-pseudo,,
0.08824021825377142,,0.007985282473945391,,monomeric-bEFNB2,NiV-pseudo,,
0.09242524942925828,,0.007609080509499777,,monomeric-bEFNB2,NiV-pseudo,,
0.09680876703515522,,0.007250472601896654,,monomeric-bEFNB2,NiV-pseudo,,
0.10140018482763391,,0.006908647848256889,,monomeric-bEFNB2,NiV-pseudo,,
0.1062093630357311,,0.006582831620624391,,monomeric-bEFNB2,NiV-pseudo,,
0.11124662953653261,,0.006272284045050632,,monomeric-bEFNB2,NiV-pseudo,,
0.11652280203464775,,0.005976298534865704,,monomeric-bEFNB2,NiV-pseudo,,
0.1220492112936054,,0.00569420037714953,,monomeric-bEFNB2,NiV-pseudo,,
0.12783772546906177,,0.00542534537132777,,monomeric-bEFNB2,NiV-pseudo,,
0.13390077559607672,,0.005169118518743237,,monomeric-bEFNB2,NiV-pseudo,,
0.14025138228519282,,0.004924932761993739,,monomeric-bEFNB2,NiV-pseudo,,
0.14493,5e-06,0.004758984951346953,4.9999999999999996e-06,monomeric-bEFNB2,NiV-pseudo,9.999999999999999e-06,8.470329472543003e-22
0.14690318368464786,,0.004692227772779688,,monomeric-bEFNB2,NiV-pseudo,,
0.15387046476877245,,0.004470468786968191,,monomeric-bEFNB2,NiV-pseudo,,
0.16116818801546717,,0.004259145485553869,,monomeric-bEFNB2,NiV-pseudo,,
0.16881202553864363,,0.004057770920178304,,monomeric-bEFNB2,NiV-pseudo,,
0.17681839274463265,,0.0038658804818600006,,monomeric-bEFNB2,NiV-pseudo,,
0.18520448358483907,,0.0036830309115830654,,monomeric-bEFNB2,NiV-pseudo,,
0.19398830748034906,,0.0035087993513952848,,monomeric-bEFNB2,NiV-pseudo,,
0.20318872799778692,,0.0033427824346739412,,monomeric-bEFNB2,NiV-pseudo,,
0.2128255033594788,,0.003184595414229771,,monomeric-bEFNB2,NiV-pseudo,,
0.22291932887492097,,0.003033871326935581,,monomeric-bEFNB2,NiV-pseudo,,
0.23349188138467522,,0.002890260193585329,,monomeric-bEFNB2,NiV-pseudo,,
0.24456586581213535,,0.002753428252711737,,monomeric-bEFNB2,NiV-pseudo,,
0.2561650639231393,,0.002623057227114996,,monomeric-bEFNB2,NiV-pseudo,,
0.2683143853981358,,0.002498843621881785,,monomeric-bEFNB2,NiV-pseudo,,
0.2810399213265876,,0.002380498052701893,,monomeric-bEFNB2,NiV-pseudo,,
0.2943690002384915,,0.002267744603319245,,monomeric-bEFNB2,NiV-pseudo,,
0.308330246793345,,0.002160320210984583,,monomeric-bEFNB2,NiV-pseudo,,
0.3229536432525957,,0.0020579740788082643,,monomeric-bEFNB2,NiV-pseudo,,
0.3382705938675881,,0.001960467113943385,,monomeric-bEFNB2,NiV-pseudo,,
0.3543139923212837,,0.0018675713905614729,,monomeric-bEFNB2,NiV-pseudo,,
0.3711182923685856,,0.0017790696366152363,,monomeric-bEFNB2,NiV-pseudo,,
0.38871958182697375,,0.001694754743415031,,monomeric-bEFNB2,NiV-pseudo,,
0.4071556600763452,,0.0016144292970777878,,monomeric-bEFNB2,NiV-pseudo,,
0.42646611923449224,,0.0015379051309389739,,monomeric-bEFNB2,NiV-pseudo,,
0.43478,1e-05,0.0015070990314458522,0.0,monomeric-bEFNB2,NiV-pseudo,1e-05,1e-05
0.44669242918255225,,0.0014650028980495594,,monomeric-bEFNB2,NiV-pseudo,,
0.46787802662301464,,0.0013955516629110785,,monomeric-bEFNB2,NiV-pseudo,,
0.4900684083615469,,0.0013293885116322892,,monomeric-bEFNB2,NiV-pseudo,,
0.5133112290129639,,0.0012663581797209265,,monomeric-bEFNB2,NiV-pseudo,,
0.5376564033411666,,0.001206312696753338,,monomeric-bEFNB2,NiV-pseudo,,
0.5631562134528303,,0.0011491110471934442,,monomeric-bEFNB2,NiV-pseudo,,
0.5898654210750416,,0.001094618846660405,,monomeric-bEFNB2,NiV-pseudo,,
0.6178413851580092,,0.001042708032971604,,monomeric-bEFNB2,NiV-pseudo,,
0.647144185055399,,0.000993256571314043,,monomeric-bEFNB2,NiV-pseudo,,
0.6778367495468306,,0.000946148172922955,,monomeric-bEFNB2,NiV-pseudo,,
0.7099849919796171,,0.0009012720266713976,,monomeric-bEFNB2,NiV-pseudo,,
0.7436579518199616,,0.0008585225429987834,,monomeric-bEFNB2,NiV-pseudo,,
0.778927942917612,,0.0008177991096296843,,monomeric-bEFNB2,NiV-pseudo,,
0.815870708802359,,0.0007790058585569311,,monomeric-bEFNB2,NiV-pseudo,,
0.8545655853458959,,0.0007420514437848626,,monomeric-bEFNB2,NiV-pseudo,,
0.895095671138356,,0.0007068488293497267,,monomeric-bEFNB2,NiV-pseudo,,
0.9375480059454191,,0.0006733150871546004,,monomeric-bEFNB2,NiV-pseudo,,
2.0863822432174402e-05,,0.9589050163388501,,dimeric-bEFNB3,NiV-pseudo,,
2.1853632970091413e-05,,0.9571666926064994,,dimeric-bEFNB3,NiV-pseudo,,
2.289040158120701e-05,,0.9553582607750198,,dimeric-bEFNB3,NiV-pseudo,,
2.397635602583892e-05,,0.9534771876329226,,dimeric-bEFNB3,NiV-pseudo,,
2.511382975254342e-05,,0.9515208736906469,,dimeric-bEFNB3,NiV-pseudo,,
2.630526691212101e-05,,0.9494866536970964,,dimeric-bEFNB3,NiV-pseudo,,
2.755322760949474e-05,,0.9473717974072031,,dimeric-bEFNB3,NiV-pseudo,,
2.8860393404744533e-05,,0.9451735106226303,,dimeric-bEFNB3,NiV-pseudo,,
3.022957307511957e-05,,0.9428889365286655,,dimeric-bEFNB3,NiV-pseudo,,
3.166370865040816e-05,,0.9405151573512577,,dimeric-bEFNB3,NiV-pseudo,,
3.316588173463542e-05,,0.9380491963589886,,dimeric-bEFNB3,NiV-pseudo,,
3.4739320127670575e-05,,0.935488020235504,,dimeric-bEFNB3,NiV-pseudo,,
3.6387404760974204e-05,,0.9328285418485721,,dimeric-bEFNB3,NiV-pseudo,,
3.8113676962386436e-05,,0.9300676234424431,,dimeric-bEFNB3,NiV-pseudo,,
3.9921846065568584e-05,,0.9272020802805317,,dimeric-bEFNB3,NiV-pseudo,,
4.1815797380446704e-05,,0.9242286847656251,,dimeric-bEFNB3,NiV-pseudo,,
4.379960054178605e-05,,0.9211441710647726,,dimeric-bEFNB3,NiV-pseudo,,
4.5e-05,0.847165,0.9192922457501148,0.02271500000000001,dimeric-bEFNB3,NiV-pseudo,0.86988,0.8244499999999999
4.587751825383288e-05,,0.9179452402657525,,dimeric-bEFNB3,NiV-pseudo,,
4.80540154498164e-05,,0.9146285660914577,,dimeric-bEFNB3,NiV-pseudo,,
5.033376888598949e-05,,0.9111908011977101,,dimeric-bEFNB3,NiV-pseudo,,
5.272167719082638e-05,,0.9076285840788185,,dimeric-bEFNB3,NiV-pseudo,,
5.5222871390968084e-05,,0.9039385466036618,,dimeric-bEFNB3,NiV-pseudo,,
5.7842725936534165e-05,,0.900117322203112,,dimeric-bEFNB3,NiV-pseudo,,
6.058687024949277e-05,,0.8961615547272186,,dimeric-bEFNB3,NiV-pseudo,,
6.346120081990053e-05,,0.8920679079877145,,dimeric-bEFNB3,NiV-pseudo,,
6.647189387600804e-05,,0.8878330759980206,,dimeric-bEFNB3,NiV-pseudo,,
6.962541865545165e-05,,0.8834537939190259,,dimeric-bEFNB3,NiV-pseudo,,
7.292855130605245e-05,,0.878926849714442,,dimeric-bEFNB3,NiV-pseudo,,
7.638838944608729e-05,,0.8742490965144913,,dimeric-bEFNB3,NiV-pseudo,,
8.001236741532315e-05,,0.8694174656810233,,dimeric-bEFNB3,NiV-pseudo,,
8.380827224958032e-05,,0.8644289805609108,,dimeric-bEFNB3,NiV-pseudo,,
8.778426041315531e-05,,0.8592807709076988,,dimeric-bEFNB3,NiV-pseudo,,
9.19488753250517e-05,,0.853970087944032,,dimeric-bEFNB3,NiV-pseudo,,
9.631106571668415e-05,,0.8484943200293168,,dimeric-bEFNB3,NiV-pseudo,,
0.00010088020486049617,,0.8428510088885156,,dimeric-bEFNB3,NiV-pseudo,,
0.00010566611071081455,,0.8370378663488394,,dimeric-bEFNB3,NiV-pseudo,,
0.00011067906700021351,,0.8310527915216012,,dimeric-bEFNB3,NiV-pseudo,,
0.00011592984533672271,,0.8248938883565635,,dimeric-bEFNB3,NiV-pseudo,,
0.00012142972834935917,,0.8185594834859492,,dimeric-bEFNB3,NiV-pseudo,,
0.00012719053393171723,,0.8120481442649337,,dimeric-bEFNB3,NiV-pseudo,,
0.00013322464063571043,,0.8053586969050582,,dimeric-bEFNB3,NiV-pseudo,,
0.000134,0.77219,0.8045085866975815,0.03376000000000001,dimeric-bEFNB3,NiV-pseudo,0.80595,0.73843
0.00013954501427002972,,0.7984902445867257,,dimeric-bEFNB3,NiV-pseudo,,
0.00014616523576047223,,0.791442185426929,,dimeric-bEFNB3,NiV-pseudo,,
0.0001530995303320046,,0.784214230168799,,dimeric-bEFNB3,NiV-pseudo,,
0.00016036279807526694,,0.7768064194506178,,dimeric-bEFNB3,NiV-pseudo,,
0.00016797064596319654,,0.7692191405038481,,dimeric-bEFNB3,NiV-pseudo,,
0.00017593942138656842,,0.7614531431226671,,dimeric-bEFNB3,NiV-pseudo,,
0.0001842862472805087,,0.7535095547417039,,dimeric-bEFNB3,NiV-pseudo,,
0.00019302905891746647,,0.7453898944543451,,dimeric-bEFNB3,NiV-pseudo,,
0.00020218664244569238,,0.7370960858013547,,dimeric-bEFNB3,NiV-pseudo,,
0.0002117786752560462,,0.7286304681587927,,dimeric-bEFNB3,NiV-pseudo,,
0.00022182576826385855,,0.7199958065555728,,dimeric-bEFNB3,NiV-pseudo,,
0.00023234951019671324,,0.7111952997545513,,dimeric-bEFNB3,NiV-pseudo,,
0.00024337251398330167,,0.7022325864370387,,dimeric-bEFNB3,NiV-pseudo,,
0.00025491846534303654,,0.6931117493390507,,dimeric-bEFNB3,NiV-pseudo,,
0.0002670121736808273,,0.6838373171986563,,dimeric-bEFNB3,NiV-pseudo,,
0.000279679625396379,,0.674414264387364,,dimeric-bEFNB3,NiV-pseudo,,
0.0002929480397225631,,0.6648480081146547,,dimeric-bEFNB3,NiV-pseudo,,
0.00030684592721284256,,0.655144403113388,,dimeric-bEFNB3,NiV-pseudo,,
0.0003214031510034277,,0.6453097337347868,,dimeric-bEFNB3,NiV-pseudo,,
0.00033665099098179773,,0.6353507034048209,,dimeric-bEFNB3,NiV-pseudo,,
0.0003526222109994747,,0.6252744214188127,,dimeric-bEFNB3,NiV-pseudo,,
0.0003693511292734642,,0.6150883870777065,,dimeric-bEFNB3,NiV-pseudo,,
0.00038687369212765427,,0.604800471197252,,dimeric-bEFNB3,NiV-pseudo,,
0.000403,0.6168899999999999,0.5956581460112159,0.004160000000000025,dimeric-bEFNB3,NiV-pseudo,0.62105,0.6127299999999999
0.00040522755123260365,,0.5944188950500433,,dimeric-bEFNB3,NiV-pseudo,,
0.0004244521445097115,,0.5839522068293693,,dimeric-bEFNB3,NiV-pseudo,,
0.00044458878087358795,,0.573409255752818,,dimeric-bEFNB3,NiV-pseudo,,
0.000465680728994741,,0.5627991639519226,,dimeric-bEFNB3,NiV-pseudo,,
0.0004877733102732824,,0.5521312963214517,,dimeric-bEFNB3,NiV-pseudo,,
0.0005109139962234575,,0.5414152285276156,,dimeric-bEFNB3,NiV-pseudo,,
0.0005351525104782289,,0.530660713398119,,dimeric-bEFNB3,NiV-pseudo,,
0.0005605409356331154,,0.5198776459380644,,dimeric-bEFNB3,NiV-pseudo,,
0.0005871338251588582,,0.5090760272338798,,dimeric-bEFNB3,NiV-pseudo,,
0.0006149883206233886,,0.4982659275222931,,dimeric-bEFNB3,NiV-pseudo,,
0.0006441642744749805,,0.48745744871260693,,dimeric-bEFNB3,NiV-pseudo,,
0.0006747243786504148,,0.4766606866579373,,dimeric-bEFNB3,NiV-pseudo,,
0.0007067342992845072,,0.46588569347448566,,dimeric-bEFNB3,NiV-pseudo,,
0.0007402628178104534,,0.45514244020725764,,dimeric-bEFNB3,NiV-pseudo,,
0.0007753819787541834,,0.44444078013594623,,dimeric-bEFNB3,NiV-pseudo,,
0.0008121672445402978,,0.4337904130060414,,dimeric-bEFNB3,NiV-pseudo,,
0.00085069765764223,,0.423200850457799,,dimeric-bEFNB3,NiV-pseudo,,
0.0008910560104250397,,0.4126813829097649,,dimeric-bEFNB3,NiV-pseudo,,
0.00093332902304582,,0.4022410481343938,,dimeric-bEFNB3,NiV-pseudo,,
0.0009776075297939365,,0.3918886017413633,,dimeric-bEFNB3,NiV-pseudo,,
0.00102398667427155,,0.3816324897598173,,dimeric-bEFNB3,NiV-pseudo,,
0.0010725661138337637,,0.37148082348453526,,dimeric-bEFNB3,NiV-pseudo,,
0.0011234502337277399,,0.36144135672330774,,dimeric-bEFNB3,NiV-pseudo,,
0.0011767483713908656,,0.35152146555421,,dimeric-bEFNB3,NiV-pseudo,,
0.00121,0.43988499999999997,0.3456182336208431,0.046415000000000026,dimeric-bEFNB3,NiV-pseudo,0.4863,0.39346999999999993
0.0012325750513899815,,0.3417281306724011,,dimeric-bEFNB3,NiV-pseudo,,
0.0012910502315064505,,0.3320679223771272,,dimeric-bEFNB3,NiV-pseudo,,
0.0013522995604958806,,0.3225469882211453,,dimeric-bEFNB3,NiV-pseudo,,
0.0014164546480763443,,0.31317104331731815,,dimeric-bEFNB3,NiV-pseudo,,
0.001483653347725237,,0.3039453632709947,,dimeric-bEFNB3,NiV-pseudo,,
0.001554040052892439,,0.2948747796823606,,dimeric-bEFNB3,NiV-pseudo,,
0.0016277660072662637,,0.28596367814048945,,dimeric-bEFNB3,NiV-pseudo,,
0.0017049896297588827,,0.2772159986105881,,dimeric-bEFNB3,NiV-pseudo,,
0.0017858768549095386,,0.2686352380980816,,dimeric-bEFNB3,NiV-pseudo,,
0.0018706014894369883,,0.2602244554578415,,dimeric-bEFNB3,NiV-pseudo,,
0.001959345585707319,,0.25198627820409125,,dimeric-bEFNB3,NiV-pseudo,,
0.002052299832919642,,0.24392291116632797,,dimeric-bEFNB3,NiV-pseudo,,
0.002149663966850182,,0.23603614682895907,,dimeric-bEFNB3,NiV-pseudo,,
0.0022516471990352642,,0.22832737718715218,,dimeric-bEFNB3,NiV-pseudo,,
0.002358468666315371,,0.2207976069485666,,dimeric-bEFNB3,NiV-pseudo,,
0.002470357901706202,,0.2134474679099816,,dimeric-bEFNB3,NiV-pseudo,,
0.0025875553276085927,,0.2062772343392029,,dimeric-bEFNB3,NiV-pseudo,,
0.002710312772417013,,0.1992868391958368,,dimeric-bEFNB3,NiV-pseudo,,
0.0028388940116367478,,0.19247589102933305,,dimeric-bEFNB3,NiV-pseudo,,
0.002973575334672468,,0.1858436913989251,,dimeric-bEFNB3,NiV-pseudo,,
0.0031146461385060976,,0.17938925266751143,,dimeric-bEFNB3,NiV-pseudo,,
0.003262409549539625,,0.1731113160299118,,dimeric-bEFNB3,NiV-pseudo,,
0.003417183074939061,,0.16700836964509277,,dimeric-bEFNB3,NiV-pseudo,,
0.003579299284879115,,0.16107866675168464,,dimeric-bEFNB3,NiV-pseudo,,
0.003631,0.072615,0.15927878436505458,0.014715000000000002,dimeric-bEFNB3,NiV-pseudo,0.08733,0.05789999999999999
0.0037491065271545664,,0.15532024365622882,,dimeric-bEFNB3,NiV-pseudo,,
0.003926969675693851,,0.14973093749391883,,dimeric-bEFNB3,NiV-pseudo,,
0.004113270914583243,,0.14430840367198466,,dimeric-bEFNB3,NiV-pseudo,,
0.0043084105592862965,,0.13905013291617405,,dimeric-bEFNB3,NiV-pseudo,,
0.004512807916823149,,0.13395346785088544,,dimeric-bEFNB3,NiV-pseudo,,
0.00472690218675801,,0.12901561905330303,,dimeric-bEFNB3,NiV-pseudo,,
0.004951153404930811,,0.12423368053128825,,dimeric-bEFNB3,NiV-pseudo,,
0.0051860434319608885,,0.11960464458371926,,dimeric-bEFNB3,NiV-pseudo,,
0.005432076988646757,,0.11512541601039254,,dimeric-bEFNB3,NiV-pseudo,,
0.0056897827404867275,,0.11079282564646116,,dimeric-bEFNB3,NiV-pseudo,,
0.005959714433650838,,0.10660364320365645,,dimeric-bEFNB3,NiV-pseudo,,
0.00624245208484494,,0.10255458940721333,,dimeric-bEFNB3,NiV-pseudo,,
0.0065386032276237025,,0.09864234742347879,,dimeric-bEFNB3,NiV-pseudo,,
0.006848804217830545,,0.0948635735786411,,dimeric-bEFNB3,NiV-pseudo,,
0.007173721600969563,,0.09121490737388006,,dimeric-bEFNB3,NiV-pseudo,,
0.0075140535444476065,,0.08769298080652467,,dimeric-bEFNB3,NiV-pseudo,,
0.00787053133776402,,0.08429442701053955,,dimeric-bEFNB3,NiV-pseudo,,
0.008243920963871623,,0.0810158882328686,,dimeric-bEFNB3,NiV-pseudo,,
0.008635024745085353,,0.077854023164878,,dimeric-bEFNB3,NiV-pseudo,,
0.00904468306707525,,0.07480551365039012,,dimeric-bEFNB3,NiV-pseudo,,
0.00947377618464823,,0.0718670707936215,,dimeric-bEFNB3,NiV-pseudo,,
0.009923226113198782,,0.06903544049176583,,dimeric-bEFNB3,NiV-pseudo,,
0.010393998609892905,,0.06630740841803041,,dimeric-bEFNB3,NiV-pseudo,,
0.01088710524884232,,0.06367980448167906,,dimeric-bEFNB3,NiV-pseudo,,
0.010893,0.00047000000000000004,0.06364969928196738,4.000000000000001e-05,dimeric-bEFNB3,NiV-pseudo,0.00051,0.00043000000000000004
0.011403605594728021,,0.06114950679208544,,dimeric-bEFNB3,NiV-pseudo,,
0.011944609479543724,,0.05871344515399583,,dimeric-bEFNB3,NiV-pseudo,,
0.012511279387351387,,0.05636860412116443,,dimeric-bEFNB3,NiV-pseudo,,
0.013104832952173108,,0.05411202563529111,,dimeric-bEFNB3,NiV-pseudo,,
0.013726545574386573,,0.05194081127678847,,dimeric-bEFNB3,NiV-pseudo,,
0.014377753161246301,,0.04985212415335128,,dimeric-bEFNB3,NiV-pseudo,,
0.015059854997419199,,0.04784319045163153,,dimeric-bEFNB3,NiV-pseudo,,
0.01577431675170256,,0.04591130067654651,,dimeric-bEFNB3,NiV-pseudo,,
0.016522673626385233,,0.044053810601892895,,dimeric-bEFNB3,NiV-pseudo,,
0.0173065336560191,,0.04226814195502184,,dimeric-bEFNB3,NiV-pseudo,,
0.018127581162689144,,0.04055178285736343,,dimeric-bEFNB3,NiV-pseudo,,
0.018987580375206693,,0.038902288041589864,,dimeric-bEFNB3,NiV-pseudo,,
0.01988837922000243,,0.03731727886518705,,dimeric-bEFNB3,NiV-pseudo,,
0.020831913291865064,,0.03579444313917338,,dimeric-bEFNB3,NiV-pseudo,,
0.021820210013057628,,0.03433153478967514,,dimeric-bEFNB3,NiV-pseudo,,
0.022855392989748452,,0.03292637336904466,,dimeric-bEFNB3,NiV-pseudo,,
0.023939686575117615,,0.031576843432200276,,dimeric-bEFNB3,NiV-pseudo,,
0.025075420648943924,,0.030280893792879862,,dimeric-bEFNB3,NiV-pseudo,,
0.026265035623942553,,0.029036536673538046,,dimeric-bEFNB3,NiV-pseudo,,
0.027511087689610705,,0.027841846761685708,,dimeric-bEFNB3,NiV-pseudo,,
0.028816254304849076,,0.026694960184570016,,dimeric-bEFNB3,NiV-pseudo,,
0.03018333995116149,,0.025594073413229224,,dimeric-bEFNB3,NiV-pseudo,,
0.031615282158794535,,0.024537442106128588,,dimeric-bEFNB3,NiV-pseudo,,
0.03268,5e-06,0.02380853567071894,4.9999999999999996e-06,dimeric-bEFNB3,NiV-pseudo,9.999999999999999e-06,8.470329472543003e-22
0.03311515781876647,,0.023523379901792818,,dimeric-bEFNB3,NiV-pseudo,,
0.034686189794347976,,0.02255025716909996,,dimeric-bEFNB3,NiV-pseudo,,
0.03633175384620122,,0.02161649972318825,,dimeric-bEFNB3,NiV-pseudo,,
0.03805538588605796,,0.020720587514253538,,dimeric-bEFNB3,NiV-pseudo,,
0.039860789574522604,,0.019861053295879495,,dimeric-bEFNB3,NiV-pseudo,,
0.04175184427932646,,0.019036481278944493,,dimeric-bEFNB3,NiV-pseudo,,
0.0437326134111332,,0.018245505776588233,,dimeric-bEFNB3,NiV-pseudo,,
0.045807353154807294,,0.017486809845195597,,dimeric-bEFNB3,NiV-pseudo,,
0.04798052161490665,,0.016759123925864802,,dimeric-bEFNB3,NiV-pseudo,,
0.05025678839505106,,0.016061224490369237,,dimeric-bEFNB3,NiV-pseudo,,
0.05264104463174984,,0.01539193269519742,,dimeric-bEFNB3,NiV-pseudo,,
0.055138413504249216,,0.01475011304686057,,dimeric-bEFNB3,NiV-pseudo,,
0.057754261242982316,,0.014134672081291707,,dimeric-bEFNB3,NiV-pseudo,,
0.06049420866027632,,0.013544557059822626,,dimeric-bEFNB3,NiV-pseudo,,
0.06336414322809332,,0.012978754683913228,,dimeric-bEFNB3,NiV-pseudo,,
0.06637023172875703,,0.012436289830521113,,dimeric-bEFNB3,NiV-pseudo,,
0.069518933505849,,0.011916224309735837,,dimeric-bEFNB3,NiV-pseudo,,
0.07281701434374611,,0.011417655646061165,,dimeric-bEFNB3,NiV-pseudo,,
0.07627156100562468,,0.010939715884507371,,dimeric-bEFNB3,NiV-pseudo,,
0.07988999646116843,,0.010481570422454877,,dimeric-bEFNB3,NiV-pseudo,,
0.08368009583670157,,0.010042416868066732,,dimeric-bEFNB3,NiV-pseudo,,
0.08765000312201975,,0.009621483925861131,,dimeric-bEFNB3,NiV-pseudo,,
0.09180824866981767,,0.009218030309904406,,dimeric-bEFNB3,NiV-pseudo,,
0.09616376752531541,,0.00883134368494859,,dimeric-bEFNB3,NiV-pseudo,,
0.098039,2.5e-05,0.00867500918460416,1.4999999999999999e-05,dimeric-bEFNB3,NiV-pseudo,3.9999999999999996e-05,1.0000000000000003e-05
0.10072591862546933,,0.008460739635715073,,dimeric-bEFNB3,NiV-pseudo,,
0.10550450490902177,,0.008105560664415633,,dimeric-bEFNB3,NiV-pseudo,,
0.11050979438060136,,0.007765175216503586,,dimeric-bEFNB3,NiV-pseudo,,
0.11575254217413515,,0.0074389767345598365,,dimeric-bEFNB3,NiV-pseudo,,
0.12124401366298176,,0.007126382740140588,,dimeric-bEFNB3,NiV-pseudo,,
0.12699600866644328,,0.006826833943344508,,dimeric-bEFNB3,NiV-pseudo,,
0.13302088680466978,,0.00653979337979635,,dimeric-bEFNB3,NiV-pseudo,,
0.13933159405643816,,0.006264745574691103,,dimeric-bEFNB3,NiV-pseudo,,
0.14594169057687076,,0.006001195733496575,,dimeric-bEFNB3,NiV-pseudo,,
0.15286537983486825,,0.005748668958872586,,dimeric-bEFNB3,NiV-pseudo,,
0.16011753913286458,,0.0055067094933311835,,dimeric-bEFNB3,NiV-pseudo,,
0.16771375157448545,,0.00527487998713346,,dimeric-bEFNB3,NiV-pseudo,,
0.17567033954879765,,0.005052760790895038,,dimeric-bEFNB3,NiV-pseudo,,
0.18400439980310268,,0.004839949272352513,,dimeric-bEFNB3,NiV-pseudo,,
